,context,response,label_
97,抱歉 打扰到 您 了 来电 是 感谢您 对 联通 的 支持 回馈 到 您 从 下个月 开始 每月 只 需 25 元 就 可以 领取 两款 您 喜欢 的 VIP 会员 因为 您 是 我们 联通 的 优质 用户 联通 呢 也 会 以 4 个 月 每月 到 账 10 元 的 方式 返还 给 您 话费 的 返还 的 话费 是 可以 直接 提供 您 的 月租费 用 给 您 受理 好 您 下个月 收到 联通 短信 就 可以 放心使用 不用 了 好 吧 	 噢 噢 要 得 要 得 嗯 ,好 的 感谢您 的 支持 已经 为 您 登记 办理 好 每月 25 元 的 正式 了 会员 自愿 生效 自动 续订 联通 还会 还 您 4 个 月话费 每月 10 元 话费 费在 生效 当月 月 10 号 前 到 账 您 到时候 根据 短信 实验 在 微信 公众 号 或 音乐 领取 会员 就 可以 了 好 吧 ,1
98,好 的 感谢您 的 支持 已经 为 您 登记 办理 好 每月 25 元 的 正式 了 会员 自愿 生效 自动 续订 联通 还会 还 您 4 个 月话费 每月 10 元 话费 费在 生效 当月 月 10 号 前 到 账 您 到时候 根据 短信 实验 在 微信 公众 号 或 音乐 领取 会员 就 可以 了 好 吧 	 好好 好 ,好 的 那 这边 就 先 不 打扰 您 了 感谢您 的 接听 祝您 生活 愉快 再见 女士 ,1
99,打扰 一下 您 而且 很 感谢您 对 联通 的 支持 感谢 到 您 通知 到 您 从 下个月 开始 每月 多少 15 元 我们 联通 每个 月 会 额外 给 到 您 两款 VIP 会员 使用 而且 呢 还 会 给 到 您 4 个 月 的 话费 每个 月 返还 10 块钱 然后 您 下个月 1 号 收到 短信 后 就 可以 直接 领取 来 使用 了 好 吧 	 好 吧 啊 ,请 对 联通 支持 25 元 30 元 会员 那次 月 生效 自动 续订 我们 联通 给 到 您 4 个 月话费 呀 每月 10 元会会 在 3 月 10 月 10 号 前 到 账 您 下个月 1 号 收到 短信 后 直接 在 微信 公众 号 或 医院 领取 会员 就 可以 了 好 吧 ,1
100,请 对 联通 支持 25 元 30 元 会员 那次 月 生效 自动 续订 我们 联通 给 到 您 4 个 月话费 呀 每月 10 元会会 在 3 月 10 月 10 号 前 到 账 您 下个月 1 号 收到 短信 后 直接 在 微信 公众 号 或 医院 领取 会员 就 可以 了 好 吧 	 好 吧 好 吧 我 都 是 脑 梗 我 我 是 脑子里 有 ,对 对 用 的 好 之后 多多 支持 我们 联通 嘛 好 吧 ,1
101,对 对 用 的 好 之后 多多 支持 我们 联通 嘛 好 吧 	 我知 你们 八 几年 的 我们 几个 人 嗯 嗯 嗯 嗯 好 那 你 都 没 接到 过 唉 反正 你们 讲 在 那个 你 听 我 谈 嘛 我 说 我 讲 都 没 得到 过 你 那 ,就 用 了 很 久 了 对 吧 ,1
102,就 用 了 很 久 了 对 吧 	 我 95 年 吧 八 几年 的 一年级 工资 ,嗯 嗯 嗯 就是 联通 答谢 到 您 这个 优惠 嘛 您 收到 短信 后发 信息 就行了 好 吧 ,1
103,嗯 嗯 嗯 就是 联通 答谢 到 您 这个 优惠 嘛 您 收到 短信 后发 信息 就行了 好 吧 	 我 每个 月 都 是 听 了 那个 话费 我 因为 都 没 得到 过 嗯 嗯 嗯 ,啊 就是 继续 用 下去 多多 支持 我们 联通 就行了 好 吧 ,1
104,啊 就是 继续 用 下去 多多 支持 我们 联通 就行了 好 吧 	 我 问 我 法人 也好 个人 也好 嘛 ,对 对 对 就是 联通 答谢 到 您 这个 优惠 的 好 吧 ,1
105,对 对 对 就是 联通 答谢 到 您 这个 优惠 的 好 吧 	 啊 好 吧 好 吧 下个月 好多 号 ,对 上 三个 月 下个月 1 号 您 收到 联通 短信 后 使用 这个 优惠 就行了 好 吧 ,1
106,对 上 三个 月 下个月 1 号 您 收到 联通 短信 后 使用 这个 优惠 就行了 好 吧 	 好 吧 一个 一个 好不好 1 月 1 号 ,对 2 月 1 号 2 月 1 号 ,1
107,对 2 月 1 号 2 月 1 号 	 好 我 听懂 了 我 听懂 了 好好 好 你 先忙 不 打扰 了 好好 好好 感谢 感谢 哈 ,没事 了 ,1
108,是 用户 还会 返还 回 你 4 个 月 的 话费 每个 月 刚刚 10 块钱 的 话费 是 可以 直接 帮 你 抵扣 月租费 用 这边 给 你 受理 好 下个月 收到 短信 领取 就 可以 了 好 吧 	 嗯 好 的 谢谢 ,好 的 那 这边 感谢 你 的 支持 的 从 下个月 开始 证实 了 会员 企业 生效 自动 设定 每月 25 元 返还 回给 你 的 话费 呢 分 4 个 月 到 账 给 你 每个 月 到 账 10 块钱 的 话费 会 在 本月 10 号 前 到 账 的 你 到时候 根据 短信 提醒 在 微信 公众 号 我 音乐 领取 会员 就 可以 用 的 了 好不好 ,1
109,好 的 那 这边 感谢 你 的 支持 的 从 下个月 开始 证实 了 会员 企业 生效 自动 设定 每月 25 元 返还 回给 你 的 话费 呢 分 4 个 月 到 账 给 你 每个 月 到 账 10 块钱 的 话费 会 在 本月 10 号 前 到 账 的 你 到时候 根据 短信 提醒 在 微信 公众 号 我 音乐 领取 会员 就 可以 用 的 了 好不好 	 嗯 好 的 好 的 ,好 的 那 感谢 你 的 支持 的 祝您 生活 愉快 再见 ,1
110,啊 夏琳 还有 是 感谢您 对 联通 的 支持 啊 感谢 到 您 通知 您 从 下个月 开始 啊 每月 25 元 我们 联通 会 额外 给 到 您 两款 VIP 使用 VIP 会员 使用 而且 呢 还 会 给 您 4 个 月 的 话费 每月 10 元 唉 希望 你 以后 用 的 好 呢 多多 支持 联通 就行了 您 下个月 1 号 呢 收到 联通 短信 后 啊 就 可以 直接 领取 来 使用 了 好 吧 	 好 唉 感谢您 对 联通 的 支持 啊 20   25 元 暂时 月 会员 4 月 44 月 30 号 自动 续订 我们 联通 啊 给 到 您 4 个 月 的 话费 啊 每月 10 元 会 在 3 月 10 号 前 到 账 您 下个月 1 号 收到 短信 后 直接 在 微信 公众 号 为 音乐 领取 会员 使用 就行了 好 吧 ,清楚 了 吧 感谢您 的 建议 ,1
111,清楚 了 吧 感谢您 的 建议 	 好 的 好 的 ,祝您 生活 愉快 再见 ,1
112,啊 抱歉 打扰到 您 啊 打电话 的话 呢 是 感谢您 对 联通 的 支持 啊 通知 到 您 从 大概 开始 女士 每月 25 元 我们 联通 会 给 到 您 有 两款 的 热门 的 VIP 会员 呢 给 到 您 使用 了 吗 而且 还会 给 到 您 有 4 个 月 的 话费 每月 10 元 那 您 下个月 收到 联通 的 短信 直接 连 起来 使用 就行了 用 的 好 的话 呢 您 多多 支持 一下 我们 联通 就行了 好 吧 	 好 的 ,啊 那 感谢您 对 联通 的 支持 啊 25 元 真实 的 会员 自愿 生效 自动 续订 我们 联通 给 到 您 的 4 个 月话费 啊 每月 10 元 会 在 当月 10 号 前 到 账 那 您 下个月 收到 短信 啊 直接 在 微信 公众 号沃 音乐 啊 去 领取 这个 会员 来 用 就行了 用 的 好 记得 多多 支持 一下 联通 就 可以 了 好 吧 ,1
113,啊 那 感谢您 对 联通 的 支持 啊 25 元 真实 的 会员 自愿 生效 自动 续订 我们 联通 给 到 您 的 4 个 月话费 啊 每月 10 元 会 在 当月 10 号 前 到 账 那 您 下个月 收到 短信 啊 直接 在 微信 公众 号沃 音乐 啊 去 领取 这个 会员 来 用 就行了 用 的 好 记得 多多 支持 一下 联通 就 可以 了 好 吧 	 把 它 ,嗯 那行 那 这边 就 不 打扰 您 了 感谢您 的 接听 祝您 生活 愉快 再见 对 ,1
114,抱歉 打扰到 您 啊 来 电话 的话 呢 是 感谢您 对 联通 的 支持 啊 通知 到 您 从 大概 开始 啊 呃 先生 每月 25 元 我们 联通 会 给 到 您 有 两款 热门 的 VIP 会员 给 到 您 试用 而且 的话 呢 还 会 多 给 到 您 有 4 个 月 的 话费 每月 10 元 啊 您 下个月 1 号 收到 联通 的 短信 直接 领取 来 用 就行了 用 的 好 的话 呢 您 记得 多多 支持 一下 我们 联通 就 可以 了 好 吧 	 嗯 ,对 那 这边 的话 呢 呃 是 下个月 才 可以 确定 起来 用 的 好 吧 ,1
115,对 那 这边 的话 呢 呃 是 下个月 才 可以 确定 起来 用 的 好 吧 	 嗯 ,啊 那 非常 感谢您 对 联通 的 支持 啊 25 元 真实 的 会员 4 月 生效 自动 续订 那 我们 联通 给 到 您 4 个 月 的 话费 会 呃 每个 月 10 块钱 嘛 会 在 当月 10 号 前会 给 您 到 账 啊 您 下个月 收到 短信 直接 在 微信 呃 公众 号 或 音乐 去 领取 那个 会员 来 用 就行了 好 吧 ,1
116,啊 那 非常 感谢您 对 联通 的 支持 啊 25 元 真实 的 会员 4 月 生效 自动 续订 那 我们 联通 给 到 您 4 个 月 的 话费 会 呃 每个 月 10 块钱 嘛 会 在 当月 10 号 前会 给 您 到 账 啊 您 下个月 收到 短信 直接 在 微信 呃 公众 号 或 音乐 去 领取 那个 会员 来 用 就行了 好 吧 	 什么 等等 是 你 先 说 两个 月 嘛 ,啊 就是说 他 这个 是 拿到 您 的 从 下个月 开始 啊 先生 每月 25 元 我们 联通 会 给 到 您 有 两款 的 VIP 会员 给 到 您 试用 这 两款 的 VIP 会员 的话 呢 有 包括 了 那些 I 企业 啊 腾讯 啊 等等 他 有 很多 款 的 您 愿意 选取 两款 来 用 就行了 而且 还会 给 到 您 有 4 个 月 的 话费 每月 给 您 返还 10 元 啊 就是 啊 就是说 呃 这个 是 可以 直接 抵扣 掉 您 套餐 的 月租费 用 的 嘛 那 您 用 的 好 的话 呢 多多 咨询 一下 联通 就行了 好 吧 ,1
117,啊 就是说 他 这个 是 拿到 您 的 从 下个月 开始 啊 先生 每月 25 元 我们 联通 会 给 到 您 有 两款 的 VIP 会员 给 到 您 试用 这 两款 的 VIP 会员 的话 呢 有 包括 了 那些 I 企业 啊 腾讯 啊 等等 他 有 很多 款 的 您 愿意 选取 两款 来 用 就行了 而且 还会 给 到 您 有 4 个 月 的 话费 每月 给 您 返还 10 元 啊 就是 啊 就是说 呃 这个 是 可以 直接 抵扣 掉 您 套餐 的 月租费 用 的 嘛 那 您 用 的 好 的话 呢 多多 咨询 一下 联通 就行了 好 吧 	 他 是从 下个月 开始 每个 月 25 ,嗯 对 每个 月 25 块钱 给 到 您 两款 热门 的 VIP 会员 再 给 您 返还 每个 月 一共 有 40 块钱 话费 嘛 啊 每个 月 10 块钱 嘛 您 说 多久 可以 取消 是 吗 ,1
118,嗯 对 每个 月 25 块钱 给 到 您 两款 热门 的 VIP 会员 再 给 您 返还 每个 月 一共 有 40 块钱 话费 嘛 啊 每个 月 10 块钱 嘛 您 说 多久 可以 取消 是 吗 	 嗯 ,啊 它 这个 随时 可以 取消 的 ,1
119,啊 它 这个 随时 可以 取消 的 	 为什么 还要 取消 ,对 对 对 ,1
120,啊 就 是从 下个月 开始 嘛 他 这个 我们 生效 了 之后 的话 呢 我们 这个 话费 就 会 在 每个 月 当月 的 前 10 号 就 比如说 下个月 是 2 月份 嘛 我们 大概 在 2 月 10 号 之前 就 给 您 到 账 了 	 噢 ,对 对 对 那个 会员 一共 有 20 多款 您 可以 随意 选取 两款 您 自己 喜欢 的 来 用 就行了 可以 直接 在 微信 公众 号 物业 里面 领取 就 可以 了 ,1
121,对 对 对 那个 会员 一共 有 20 多款 您 可以 随意 选取 两款 您 自己 喜欢 的 来 用 就行了 可以 直接 在 微信 公众 号 物业 里面 领取 就 可以 了 	 他 是 他 是 你 要 开通 这个 业务 才 说 嘛 就是 啊 他 这 4 个 月 就是 你 要 这 4 个 月 要 一直 有 这个 开通 了 这个 业务 才 可以 吗 ,呃 他 这个 他 就是说 他 是 没有 捆绑 你 一定 要 让 你 用 满 4 个 月 的 嘛 你 想 用 几个 月 用 几个 月 嘛 这个 都 可以 的 ,1
122,呃 他 这个 他 就是说 他 是 没有 捆绑 你 一定 要 让 你 用 满 4 个 月 的 嘛 你 想 用 几个 月 用 几个 月 嘛 这个 都 可以 的 	 那 如果 我 开通 了 第一个 月 他 也 会通 40 万 这个 我 觉得 ,呃 他 这个 的话 他 也 会 到 账 只不过 说 如果 您 取消 了 之后 下个月 开始 就 没有 这个 话费 给 到 您 了 噢 好 吧 对 对 对 就 刚刚 说 的 都 清楚 了 嘛 一个月 就 20   25 块钱 然后 的话 呢 大约 再 给 您 返还 10 块钱 话费 然后 他 每个 10 号 天到 账 啊 两个 会员 的话 呢 在 那个 微信 公众 号 微信 里面 领取 就行了 好 吧 ,1
123,呃 他 这个 的话 他 也 会 到 账 只不过 说 如果 您 取消 了 之后 下个月 开始 就 没有 这个 话费 给 到 您 了 噢 好 吧 对 对 对 就 刚刚 说 的 都 清楚 了 嘛 一个月 就 20   25 块钱 然后 的话 呢 大约 再 给 您 返还 10 块钱 话费 然后 他 每个 10 号 天到 账 啊 两个 会员 的话 呢 在 那个 微信 公众 号 微信 里面 领取 就行了 好 吧 	 那 这个 我要 自己 发短信 自己 确认 嘛 啊 ,啊 不 需要 您 回复 什么 了 我 帮 您 办理 好 就行了 然后 到时候 的话 有 短信 提醒您 怎么 去 领取 这个 会员 来用 的 这个 话费 我们 会 直接 返还 过去 的 道路 对 对 对 那 您 下个月 收到 短信 直接 用 就 可以 了 好 吧 ,1
124,啊 不 需要 您 回复 什么 了 我 帮 您 办理 好 就行了 然后 到时候 的话 有 短信 提醒您 怎么 去 领取 这个 会员 来用 的 这个 话费 我们 会 直接 返还 过去 的 道路 对 对 对 那 您 下个月 收到 短信 直接 用 就 可以 了 好 吧 	 嗯 ,那 您 还有 没有 其他 不 明白 的 地方 没有 了 嗯 那行 那 这边 就 不 打扰 您 了 感谢您 的 接听 祝您 生活 愉快 再见 ,1
125,啊 像 您 来电 呢 是 感谢您 对 联通 支持 感谢 到 您 通知 到 您 从 下个月 开始 我们 连同 每个 月 呃 从 上个月 开始 每月 25 元 我们 连同 每个 月 会 额外 给 到 您 两款 VIP 会员 使用 而且 呢 还 会 额外 给 到 您 4 个 月话费 每月 10 元 您 下个月 1 号 收到 短信 后 就 可以 用 得 好 多多 支持 联通 就行了 收到 短信 后 就 可以 直接 领取 来 使用 了 好 吧 	 好 谢谢 ,不用 客气 了 非常 感谢您 对 联通 的 支持 噢 我 是 25 元 31 月 会员 4 月 生效 合同 续订 我们 联通 会 给 到 您 4 个 月 的 话费 每月 到 账 10 元 会 在 3 月 10 号 呃 会 在 3 月 10 号 前 到 账 您 下个月 1 号 收到 联通 短信 后 直接 在 微信 公众 号 或 音乐 领取 会员 来 使用 就行了 好 吧 清楚 吧 ,1
126,啊 像 您 还有 电视 感谢您 对 联通 支持 感谢 到 您 从前 两年 从 下个月 开始 每月 25 元 我们 联通 会 额外 给 到 您 两款 VIP 会员 使用 而且 呢 每个 月 还 会 额外 给 到 您 就是说 4 个 月 的 话费 嘛 每月 招商 10 元 然后 就是 希望 你 以后 用 的 好 呢 多多 支持 我们 联通 就行了 您 下个月 1 号 收到 联通 短信 后 啊 直接 领取 来 使用 就行了 好 吧 	 噢 好 再见 ,非常 感谢您 的 接听 不用谢 的 25 元 暂时 约 会员 4 月 30 号 自动 续订 我们 联通 给 到 您 4 个 月话费 呀 每月 到 30 元 会 在 3 月 10 号 前 到 账 您 下个月 1 号 收到 短信 后 直接 在 微信 公众 号 为 营业 领取 会员 使用 就行了 好 吧 ,1
127,非常 感谢您 的 接听 不用谢 的 25 元 暂时 约 会员 4 月 30 号 自动 续订 我们 联通 给 到 您 4 个 月话费 呀 每月 到 30 元 会 在 3 月 10 号 前 到 账 您 下个月 1 号 收到 短信 后 直接 在 微信 公众 号 为 营业 领取 会员 使用 就行了 好 吧 	 这点 药 嗯 你 你 不 需要 然后 又 给 我 开 多少 个 业务 啥 ,就是 连通 答谢 到 您 从 下个月 开始 嘛 每月 25 元 我们 联通 会 额外 给 到 你 两款 VIP 会员 使用 而且 呢 每个 月 还 会 额外 给 到 您 4 个 月 的 话费 嘛 每月 收上 10 块钱 就 希望 您 以后 用 的 好 多多 支持 联通 就行了 您 下个月 1 号 收到 短信 后 就 可以 放心 用 了 好 吧 清楚 了 ,1
128,就是 连通 答谢 到 您 从 下个月 开始 嘛 每月 25 元 我们 联通 会 额外 给 到 你 两款 VIP 会员 使用 而且 呢 每个 月 还 会 额外 给 到 您 4 个 月 的 话费 嘛 每月 收上 10 块钱 就 希望 您 以后 用 的 好 多多 支持 联通 就行了 您 下个月 1 号 收到 短信 后 就 可以 放心 用 了 好 吧 清楚 了 	 吧 好好 好 ,祝您 生活 愉快 再见 ,1
129,给 你 4 个 月 的 话费 每个 月 当中 10 块钱 的 话费 是 可以 直接 帮 你 抵扣 业主 费用 这边 给 你 受理 好 下个月 收到 短信 领取 就 可以 了 好 吧 	 唉 好好 好 ,好 的 那 感谢 你 的 支持 呢 从 下个月 开始 正式 的 会员 自愿 生效 自动 确定 每月 25 元 返还 回给 你 的 话费 呢 分 4 个 月 到 账 给 你 每月 招商 10 块钱 的 话费 会 在 本月 10 号 前 到 账 给 交 你 的 你 到时候 根据 短信 提醒 在 微信 公众 号 或 音乐 领取 就 可以 领取 会员 就 可以 用 了 好 吧 ,1
130,好 的 那 感谢 你 的 支持 呢 从 下个月 开始 正式 的 会员 自愿 生效 自动 确定 每月 25 元 返还 回给 你 的 话费 呢 分 4 个 月 到 账 给 你 每月 招商 10 块钱 的 话费 会 在 本月 10 号 前 到 账 给 交 你 的 你 到时候 根据 短信 提醒 在 微信 公众 号 或 音乐 领取 就 可以 领取 会员 就 可以 用 了 好 吧 	 唉 好好 好 ,好 的 那 这边 就 全部 打扰 你 了 感谢 你 的 支持 的 祝您 生活 愉快 再见 ,1
131,来电 是 感谢您 对 联通 的 支持 感谢 到 您 通知 了 您 从 下个月 开始 每月 25 元 我们 联通 会 额外 给 到 您 两款 VIP 会员 使用 而且 呢 每个 月 而且 还会 给 您 4 个 月 的 话费 每月 10 块钱 就是 啊 希望 你 以后 用 的 好 呢 多多 支持 联通 就行了 为 您 受理 您 下个月 1 号 收到 联通 短信 后 就 可以 直接 领取 来 使用 了 好 吧 	 就是 我要 用 的话 就 可以 领取 我 不用 的话 就 不 领取 是 这个 意思 吗 ,就是 这个 会员 嘛 你 可以 领取 的 来 用 平时 可以 看电视 用 啊 而且 呢 我们 联通 还会 额外 给 您 返还 4 个 月话费 每月 10 元 嘛 就 希望 你 以后 用 的 好 多多 支持 联通 就行了 下个月 1 号 收到 短信 后 就 可以 放心 用 吗 好 吧 ,1
132,就是 这个 会员 嘛 你 可以 领取 的 来 用 平时 可以 看电视 用 啊 而且 呢 我们 联通 还会 额外 给 您 返还 4 个 月话费 每月 10 元 嘛 就 希望 你 以后 用 的 好 多多 支持 联通 就行了 下个月 1 号 收到 短信 后 就 可以 放心 用 吗 好 吧 	 嗯 嗯 嗯 ,这个 不用 您 操作 的 就 联通 答谢 到 您 这个 优惠 嘛 收到 联通 短信 后 就 可以 用 了 好 吧 ,1
133,这个 不用 您 操作 的 就 联通 答谢 到 您 这个 优惠 嘛 收到 联通 短信 后 就 可以 用 了 好 吧 	 就是 假如 说 他 到时候 了 之后 我要 不要 取消 在家 ,这个 的话 就 联通 答谢 到 您 的 优惠 啊 从 下个月 开始 嘛 每月 25 元 我们 联通 还会额 就是说 每个 月 会 额外 给 到 你 两款 VIP 会员 使用 ,1
134,您 下个月 工作 的 短信 后 收到 联通 短信 后 就 可以 直接 领取 来 使用 了 好 吧 	 噢 我 我 好好 好 了 ,联通 的 支持 啊 就是说 25 元 32 月 会员 这 月 生效 自动 续订 我们 联通 啊 给 到 您 这个 4 个 月话费 啊 会 每月 每月 报账 10 元 嘛 会 在 3 月 10 号 前 报账 您 下个月 1 号 收到 短信 后 直接 在 微信 公众 号 为 音乐 领取 会员 来 使用 就行了 好 吧 ,1
135,联通 的 支持 啊 就是说 25 元 32 月 会员 这 月 生效 自动 续订 我们 联通 啊 给 到 您 这个 4 个 月话费 啊 会 每月 每月 报账 10 元 嘛 会 在 3 月 10 号 前 报账 您 下个月 1 号 收到 短信 后 直接 在 微信 公众 号 为 音乐 领取 会员 来 使用 就行了 好 吧 	 嗯 好好 好 ,先生 祝您 生活 愉快 再见 ,1
136,这边 来电 的话 是 感谢 你 对 联通 的 支持 通知 到 你 的 号码 下个月 开始 每个 月 25 元 就 可以 领取 两款 入门 的 VIP 会员 的 使用 因为 你 是 我们 联通 的 优质 用户 还会 返还 给 你 4 个 月 的 话费 每月 到 30 块钱 的 话费 是 可以 直接 帮 你 抵扣 月租费 用 这边 给 你 受理 好 下个月 收到 短信 领取 就 可以 了 好 吗 	 这个 这个 号 是 我 那个 朋友 的 他 给 我 买 的 我 手机 上 的 所以 要 我 要 问 他 我 不 知道 怎么 收取 啊 是不是 ,嗯 那 好 吧 那 这边 的话 就是 那 这个 就 可以 ,1
137,嗯 那 好 吧 那 这边 的话 就是 那 这个 就 可以 	 每个 月 25 块 呀 话费 啊 ,嗯 对 他 这个 会员 的话 每个 月 要 25 元 然后 你 就 可以 领取 两款 用 我们 的 会员 来 用 然后 这边 也 会 返还 回 你 4 个 月 的 话费 每个 月 都 30 块钱 的 返还 的 话费 都 可以 拿来 抵扣 月租 的 嘛 然后 这边 给 你 时间 后 那 你 收到 呃 这边 给 你 处理 好 下个月 收到 短信 领取 就 可以 了 好不好 ,1
138,嗯 对 他 这个 会员 的话 每个 月 要 25 元 然后 你 就 可以 领取 两款 用 我们 的 会员 来 用 然后 这边 也 会 返还 回 你 4 个 月 的 话费 每个 月 都 30 块钱 的 返还 的 话费 都 可以 拿来 抵扣 月租 的 嘛 然后 这边 给 你 时间 后 那 你 收到 呃 这边 给 你 处理 好 下个月 收到 短信 领取 就 可以 了 好不好 	 好好 好好 谢谢 ,嗯 好 那 感谢 你 的 支持 的 从 下个月 开始 证实 乐 会员 4 月 生效 ,1
139,嗯 好 那 感谢 你 的 支持 的 从 下个月 开始 证实 乐 会员 4 月 生效 	 下个月 第三个 月份 嘛 2 月份 啊 ,对 下个月 开始 的 ,1
140,15 元 返还 回给 你 的 话费 呢 分 4 个 月 到 账 每月 到 账 10 块钱 的 话费 会 在 等 月 10 号 前 到 账 给 你 你 到时候 根据 短信 你 也 在 微信 公众 号 问 音乐 领取 会员 就 可以 的 了 好不好 	 好 谢谢 谢谢 ,好 的 嗯 那 感谢 你 的 支持 吧 嗯 重点 这边 之前 不 打扰 你 了 祝您 生活 愉快 再见 ,1
141,打扰 一下 您 来电 呢 是 感谢您 对 联通 的 支持 通知 到 您 从 下个月 开始 每月 25 元 我们 联通 会 给 到 您 两款 VIP 会员 使用 而且 呢 还 会 给 到 您 4 个 月 的 话费 每月 到 账 可以 到 账 10 元 可以 抵扣 月租 的 您 三个 月 1 号 收到 联通 短信 后 就 可以 直接 领取 使用 了 好 吧 	 我 知道 了 ,唉 感谢您 对 联通 的 支持 啊 由 这个 25 元 专属 物业 会员 7 月 30 号 自动 续订 我们 联通 啊 给 到 您 这个 4 个 月话费 啊 每月 扣上 10 元 可以 抵扣 月租 会员 的话 就是说 会 在 3 月 10 号 前 到 账 您 下个月 1 号 收到 短信 后 直接 在 微信 公众 号 微问 1 月 领取 会员 来 使用 就行了 好 吧 ,1
142,非常感谢 	 对 吧 ,啊 就 答谢 到 您 这个 优惠 嘛 每月 25 元 我们 联通 会 额外 给 到 您 两款 VIP 会员 使用 而且 呢 每个 月 就是 额外 会 给 到 您 4 个 月话费 每个 月 到 账 10 元 可以 可以 抵扣 月租 的 比 您 占用 起来 更 划算 很多 了 下个月 1 号 收到 短信 后 放心 用 就行了 好 吧 对 对 ,1
143,啊 就 答谢 到 您 这个 优惠 嘛 每月 25 元 我们 联通 会 额外 给 到 您 两款 VIP 会员 使用 而且 呢 每个 月 就是 额外 会 给 到 您 4 个 月话费 每个 月 到 账 10 元 可以 可以 抵扣 月租 的 比 您 占用 起来 更 划算 很多 了 下个月 1 号 收到 短信 后 放心 用 就行了 好 吧 对 对 	 噢 ,不 呃 不用 麻烦 到 您 了 您 收到 短信 后 记得 使用 就行了 好 吧 ,1
144,来 留意到 您 是 联通 这边 的 老 用户 为了 回馈 到 您 从 下个月 开始 每月 多 29 元 我们 联通 每月 多 25 元 我们 联通 这边 每个 月 会 给 到 您 两个 VIP 会员 给 你 用 的 20 多个 会员 随便 您 选择 另外 还会 返还 这个 月 这个 月 的 话费 每月 返还 10 元 给 你 的 可以 帮 你 抵扣 月租 希望 以后 用 的 好 之后 啊 多多 支持 联通 这边 就 好 了 为 您 受理 好 就是 您 下个月 一号 收到 生效 短信 后 啊 您 记得 用 就 可以 了 好 吧 	 好 的 ,嗯 好 的 不用谢 客气 了 感谢您 的 支持 34845 元 7s 栋 70 我们 联通 返还 您 的 4 个 月话费 呢 每月 返还 10 元 的 会 在 3 月 10 号 前 到 账 就 您 下个月 1 号 留 一下 短信 您 记得 用 就行了 好 吧 坚持 了 吧 那 您 先忙 先好 那 祝您 生活 愉快 再见 您 先忙 好 的 再见 ,1
145,好 的 这边 来电 的话 感谢 你 对 联通 的 支持 通知 到 你 的 号码 三个 月 开始 每个 月 25 元 就 可以 领取 两款 入门 的 VIP 会员 的 使用 因为 你 是 我们 联通 的 优秀 用户 还会 给 你 返还 回 4 个 月 的 话费 每个 月 当中 10 块钱 的 话费 是 可以 直接 帮 你 抵扣 运输 费用 这边 给 你 受理 好 下个月 收到 短信 领取 就 可以 了 好 吧 你好 听到 吗 	 明白 吧 ,嗯 那 先生 这边 的话 给 你 处理 好 你 下个月 收到 短信 就 可以 领取 会员 来用 了 好 吧 ,1
146,嗯 那 先生 这边 的话 给 你 处理 好 你 下个月 收到 短信 就 可以 领取 会员 来用 了 好 吧 	 啊 ,好 的 感谢 你 的 支持 的 从 下个月 开始 正式 入 会员 次 月 生效 自动 确定 每个 月 25 元 返还 回给 你 的 话费 呢 分 4 个 月 到 账 每个 月 到 账 10 块钱 的 花费 会 在 本月 10 号 前 到 账 给 你 你 到时候 根据 短信 指引 在 微信 公众 号 或 音乐 领取 会员 就 可以 用 了 好 吧 ,1
147,好 的 感谢 你 的 支持 的 从 下个月 开始 正式 入 会员 次 月 生效 自动 确定 每个 月 25 元 返还 回给 你 的 话费 呢 分 4 个 月 到 账 每个 月 到 账 10 块钱 的 花费 会 在 本月 10 号 前 到 账 给 你 你 到时候 根据 短信 指引 在 微信 公众 号 或 音乐 领取 会员 就 可以 用 了 好 吧 	 嗯 ,那 先生 那 你 到时候 根据 短信 领取 会员 就 可以 了 好 吧 ,1
148,那 先生 那 你 到时候 根据 短信 领取 会员 就 可以 了 好 吧 	 噢 ,好 的 那 这边 的话 就 先 不 打扰到 你 了 嘛 感谢 你 的 支持 的 ,1
149,啊 像 您 白天 呢 是 感谢您 对 联通 支持 感谢 到 您 通知 了 您 从 下个月 开始 每月 25 元 我们 联通 会 额外 给 到 您 两款 VIP 会员 使用 而且 呢 还 会 给 到 您 4 个 月话费 每月 可以 到 账 10 元 可以 抵扣 月租 之类 的 就 希望 您 以后 用 得 好 多多 支持 我们 联通 就行了 您 下个月 1 号 收到 短信 后 直接 领取 来 使用 就行了 好 吧 	 嗯 好 ,感谢您 对 联通 的 支持 啊 25 元 30 元 会员 4 月 30 号 自动 续订 我们 联通 啊 给 到 您 4 个 月话费 呀 每月 10 元会 在 3 月 10 号 前 到 账 您 下个月 1 号 收到 短信 后 直接 在 微信 公众 号 为 音乐 领取 会员 就 可以 了 好 吧 清楚 了 吧 感谢您 的 接听 啊 祝您 生活 愉快 再见 ,1
